,x,yhat,y
1032,"[0.0, 0.010247961154364231, 0.2786375525120289, 1.0]",[0],[0]
1033,"[1.0, 0.32586392999883823, 0.1078868994591245, 1.0]",[0],[0]
1034,"[1.0, 0.45516113712924994, 0.23287714048394723, 1.0]",[0],[0]
1035,"[0.0, 0.49710746950298323, 0.8420048209787244, 1.0]",[0],[0]
1036,"[0.0, 0.24006765611746805, 0.65524123501338, 1.0]",[0],[0]
1037,"[0.0, 0.6068289120410209, 0.40293958906190613, 1.0]",[0],[0]
1038,"[0.0, 0.2787376916391793, 0.41330570080646195, 1.0]",[0],[0]
1039,"[1.0, 0.15837195829208062, 0.21499392846493137, 1.0]",[0],[0]
1040,"[1.0, 0.4083570293228746, 0.10733534831441946, 1.0]",[0],[0]
1041,"[0.0, 0.5030399443808973, 0.589270250472534, 1.0]",[0],[0]
1042,"[0.0, 0.2319628677264432, 0.5304097980719096, 1.0]",[0],[0]
1043,"[0.0, 0.033648104758462485, 0.5378162584821836, 1.0]",[0],[0]
1044,"[1.0, 0.6733175365193442, 0.23057319448522656, 1.0]",[0],[0]
1045,"[0.0, 0.5625806299889603, 0.5527891901223554, 1.0]",[0],[0]
1046,"[0.0, 0.16328087494667792, 0.33405256257385085, 1.0]",[0],[0]
1047,"[1.0, 0.5278912298261671, 0.23243146612005425, 1.0]",[0],[0]
1048,"[1.0, 0.3202926028234181, 0.3571244238606743, 1.0]",[0],[0]
1049,"[0.0, 0.4802719012099455, 0.23732230932521034, 1.0]",[0],[0]
1050,"[0.0, 0.17355897507161164, 0.4995351917896232, 1.0]",[0],[0]
1051,"[0.0, 0.1787632747768936, 0.5873751551695829, 1.0]",[0],[0]
1052,"[1.0, 0.3329296346986275, 0.2607520674118133, 1.0]",[0],[0]
1053,"[0.0, 0.34965384339179123, 0.7573643621420002, 1.0]",[0],[0]
1054,"[1.0, 0.40503470592490637, 0.0860007140520819, 1.0]",[0],[0]
1055,"[1.0, 0.7710590768075508, 0.23547860950933835, 1.0]",[1],[1]
1056,"[0.0, 0.540153073316587, 0.5313535646512092, 1.0]",[0],[0]
1057,"[0.0, 0.17512428116423479, 0.3648269489753356, 1.0]",[0],[0]
1058,"[0.0, 0.5627086901588407, 0.5217240783666107, 1.0]",[0],[0]
1059,"[0.0, 0.5077682954537777, 0.39259550631003176, 1.0]",[0],[0]
1060,"[0.0, 0.10476437879643757, 0.45395263709894296, 1.0]",[0],[0]
1061,"[1.0, 0.673671255396051, 0.34976573538994044, 1.0]",[0],[0]
1062,"[1.0, 0.36411619184449867, 0.307006277477363, 1.0]",[0],[0]
1063,"[0.0, 0.5029346256067107, 0.6913013271554985, 1.0]",[0],[0]
1064,"[0.0, 0.3240127527740245, 0.45297753555121584, 1.0]",[0],[0]
1065,"[0.0, 0.09256852423350673, 0.5453332025372696, 1.0]",[0],[0]
1066,"[0.0, 0.11055640341281564, 0.5187593327968573, 1.0]",[0],[0]
1067,"[0.0, 0.5912547514722265, 0.5721539057584728, 1.0]",[0],[0]
1068,"[0.0, 0.0655381761331182, 0.7308522607451863, 1.0]",[0],[0]
1069,"[0.0, 0.32998071798791045, 0.4999705997789799, 1.0]",[0],[0]
1070,"[1.0, 0.31008441496223027, 0.22646218163296022, 1.0]",[0],[0]
1071,"[1.0, 0.5319963668952344, 0.22364915557733686, 1.0]",[0],[0]
1072,"[0.0, 0.5051734118995792, 0.4285109503034765, 1.0]",[0],[0]
1073,"[0.0, 0.1969490355945343, 0.5805584774425697, 1.0]",[0],[0]
1074,"[0.0, 0.3213853623192782, 0.5328413115474283, 1.0]",[0],[0]
1075,"[0.0, 0.2856225132374416, 0.44583123947904685, 1.0]",[0],[0]
1076,"[1.0, 0.15346305083003595, 0.3380598369684028, 1.0]",[0],[0]
1077,"[0.0, 0.0, 0.6087417914447094, 1.0]",[0],[0]
1078,"[0.0, 0.389461577634564, 0.28942867987917464, 1.0]",[0],[0]
1079,"[1.0, 0.1751238958681863, 0.25211170229894225, 1.0]",[0],[0]
1080,"[0.0, 0.12173473511532987, 0.48566035580714795, 1.0]",[0],[0]
1081,"[0.0, 0.10230536414651661, 0.44074132717585435, 1.0]",[0],[0]
1082,"[0.0, 0.18219010208953593, 0.4908544733026313, 1.0]",[0],[0]
1083,"[0.0, 0.2921860914014243, 0.4645951215255942, 1.0]",[0],[0]
1084,"[1.0, 0.08978490747689741, 0.22563444867683208, 1.0]",[0],[0]
1085,"[1.0, 0.4822078667351846, 0.27940257554903486, 1.0]",[0],[0]
1086,"[0.0, 0.181436502011653, 0.48151556137397084, 1.0]",[0],[0]
1087,"[0.0, 0.15192889972993245, 0.5201539041106978, 1.0]",[0],[0]
1088,"[0.0, 0.19453515050086362, 0.3451361626989497, 1.0]",[0],[0]
1089,"[1.0, 0.2678799787671323, 0.2916663641320025, 1.0]",[0],[0]
1090,"[1.0, 0.6846492918500499, 0.27451006751524626, 1.0]",[0],[0]
1091,"[0.0, 0.2289992925863582, 0.4529291223840426, 1.0]",[0],[0]
1092,"[0.0, 0.36357530197188814, 0.6487205574145836, 1.0]",[0],[0]
1093,"[0.0, 0.29971535136428723, 0.694278638835833, 1.0]",[0],[0]
1094,"[0.0, 0.49113327211515234, 0.5391216804691752, 1.0]",[0],[0]
1095,"[1.0, 0.4993164489439207, 0.2846250491279426, 1.0]",[0],[0]
1096,"[0.0, 0.31660273268911077, 0.6120291421127158, 1.0]",[0],[0]
1097,"[0.0, 0.2409900240776161, 0.6760620421695669, 1.0]",[0],[0]
1098,"[1.0, 0.49003385487536916, 0.17728978775228402, 1.0]",[0],[0]
1099,"[0.0, 0.41942496065331286, 0.5704758155162021, 1.0]",[0],[0]
1100,"[1.0, 0.5088413195186566, 0.15227633535801416, 1.0]",[0],[0]
1101,"[0.0, 0.3944200793325129, 0.5716301079679484, 1.0]",[0],[0]
1102,"[1.0, 0.33735841739681605, 0.31633507870127686, 1.0]",[0],[0]
1103,"[0.0, 0.25444410276530005, 0.49668154526184644, 1.0]",[0],[0]
1104,"[0.0, 0.4014684634170854, 0.4842349915525233, 1.0]",[0],[0]
1105,"[0.0, 0.5442558075126736, 0.5439867491263677, 1.0]",[0],[0]
1106,"[1.0, 0.2199334129462643, 0.15757537456648837, 1.0]",[0],[0]
1107,"[1.0, 0.3858268080375172, 0.24588349553455335, 1.0]",[0],[0]
1108,"[0.0, 0.39808825029561895, 0.4113624818299358, 1.0]",[0],[0]
1109,"[0.0, 0.0, 0.6165072457626801, 1.0]",[0],[0]
1110,"[0.0, 0.3066171941416664, 0.44771677201292726, 1.0]",[0],[0]
1111,"[0.0, 0.41118534757924613, 0.581449185217515, 1.0]",[0],[0]
1112,"[0.0, 0.23407234091204143, 0.6829000272849057, 1.0]",[0],[0]
1113,"[0.0, 0.27767601257820895, 0.37244909640543233, 1.0]",[0],[0]
1114,"[0.0, 0.2960704523277204, 0.6046259701408747, 1.0]",[0],[0]
1115,"[0.0, 0.2619767606196181, 0.42603000349468756, 1.0]",[0],[0]
1116,"[0.0, 0.02171817764021459, 0.5144964414631648, 1.0]",[0],[0]
1117,"[0.0, 0.6766752437100922, 0.42717284535484856, 1.0]",[0],[0]
1118,"[1.0, 0.0, 0.17111568455224982, 1.0]",[0],[0]
1119,"[0.0, 0.42251706561229957, 0.5306777856069703, 1.0]",[0],[0]
1120,"[1.0, 0.5860490982012428, 0.20864095037192487, 1.0]",[0],[0]
1121,"[0.0, 0.3399799268406629, 0.510202085046931, 1.0]",[0],[0]
1122,"[0.0, 0.30610005929437567, 0.576367505551678, 1.0]",[0],[0]
1123,"[1.0, 0.7335478726682089, 0.1701786650835931, 1.0]",[0],[0]
1124,"[0.0, 0.19080662063434145, 0.49220999966548135, 1.0]",[0],[0]
1125,"[1.0, 0.2630268031522029, 0.25845373500585, 1.0]",[0],[0]
1126,"[0.0, 0.015551888215564044, 0.7047620608881896, 1.0]",[0],[0]
1127,"[0.0, 0.48646850600422276, 0.5678101771502367, 1.0]",[0],[0]
1128,"[1.0, 0.322201605649908, 0.2002787186722647, 1.0]",[0],[0]
1129,"[0.0, 0.0, 0.6850820636411323, 1.0]",[0],[0]
1130,"[1.0, 0.3176019012242316, 0.15796383458076044, 1.0]",[0],[0]
1131,"[0.0, 0.28773265408868676, 0.5956636625911763, 1.0]",[0],[0]
1132,"[0.0, 0.38736107596592284, 0.43249378962471535, 1.0]",[0],[0]
1133,"[1.0, 0.3318374503400976, 0.2701821809529782, 1.0]",[0],[0]
1134,"[0.0, 0.022528185466482654, 0.4840204490422748, 1.0]",[0],[0]
1135,"[1.0, 0.4203590671641109, 0.14735147315147387, 1.0]",[0],[0]
1136,"[0.0, 0.2180730716883297, 0.34006295336573394, 1.0]",[0],[0]
1137,"[0.0, 0.06668910655416886, 0.5053680823365878, 1.0]",[0],[0]
1138,"[0.0, 0.0, 0.6173085841022123, 1.0]",[0],[0]
1139,"[0.0, 0.5608055284837392, 0.29519410715128774, 1.0]",[0],[1]
1140,"[0.0, 0.5161113345403727, 0.6638684765996626, 1.0]",[0],[0]
1141,"[1.0, 0.15195856643311012, 0.25993114641729076, 1.0]",[0],[0]
1142,"[0.0, 0.18913524631077094, 0.42321772281294656, 1.0]",[0],[0]
1143,"[0.0, 0.059254300747807825, 0.5584248837306421, 1.0]",[0],[0]
1144,"[0.0, 0.07398272164641378, 0.7780097097976507, 1.0]",[0],[0]
1145,"[0.0, 0.47191758391614574, 0.3644232550302665, 1.0]",[0],[0]
1146,"[0.0, 0.5507572727663829, 0.5191801237639388, 1.0]",[0],[0]
1147,"[0.0, 0.3775517463707094, 0.6000577074400684, 1.0]",[0],[0]
1148,"[0.0, 0.14608674364076238, 0.5398534862110832, 1.0]",[0],[0]
1149,"[1.0, 0.23569147377059418, 0.21107124954064696, 1.0]",[0],[0]
1150,"[0.0, 0.0, 0.46427626005907774, 1.0]",[0],[0]
1151,"[0.0, 0.3961092530751997, 0.40258133310870203, 1.0]",[0],[0]
1152,"[1.0, 0.39503072930198363, 0.1321763794894935, 1.0]",[0],[0]
1153,"[1.0, 0.26575162739376107, 0.25217293053844286, 1.0]",[0],[0]
1154,"[0.0, 0.6277399156627601, 0.4691591342900083, 1.0]",[0],[0]
1155,"[0.0, 0.3020940414892512, 0.5273902832536614, 1.0]",[0],[0]
1156,"[1.0, 0.27906854950398463, 0.16890925392935394, 1.0]",[0],[0]
1157,"[0.0, 0.3575766769577444, 0.6836358502142, 1.0]",[0],[0]
1158,"[1.0, 0.4905533184901035, 0.29096798452727557, 1.0]",[0],[0]
1159,"[0.0, 0.5412483328100208, 0.519348496922843, 1.0]",[0],[0]
1160,"[1.0, 0.3004057060395511, 0.31142446350929454, 1.0]",[0],[0]
1161,"[0.0, 0.43922763892432043, 0.6606491459355348, 1.0]",[0],[0]
1162,"[0.0, 0.242400653303263, 0.3831726334063273, 1.0]",[0],[0]
1163,"[1.0, 0.4556281926451128, 0.16568411250905454, 1.0]",[0],[0]
1164,"[0.0, 0.25181492055395155, 0.5202567651568707, 1.0]",[0],[0]
1165,"[0.0, 0.07683996118036257, 0.8637573854700531, 1.0]",[0],[0]
1166,"[1.0, 0.2755926531741935, 0.3535665799647976, 1.0]",[0],[0]
1167,"[1.0, 0.28562411006671856, 0.3158270721201608, 1.0]",[0],[0]
1168,"[1.0, 0.32158650689937845, 0.338014957354318, 1.0]",[0],[0]
1169,"[0.0, 0.36283934643367927, 0.44431615364278604, 1.0]",[0],[0]
1170,"[1.0, 0.15527908778936594, 0.232303210975739, 1.0]",[0],[0]
1171,"[1.0, 0.3042567542853164, 0.22195524472289077, 1.0]",[0],[0]
1172,"[0.0, 0.13472068539569998, 0.6566579025065985, 1.0]",[0],[0]
1173,"[0.0, 0.4238967585076216, 0.5096345635557729, 1.0]",[0],[0]
1174,"[0.0, 0.1954920720984743, 0.6240611797351794, 1.0]",[0],[0]
1175,"[0.0, 0.42951520260135856, 0.4511182752139997, 1.0]",[0],[0]
1176,"[1.0, 0.28758283966763803, 0.2071644248905842, 1.0]",[0],[0]
1177,"[0.0, 0.1344326603806123, 0.531350009664328, 1.0]",[0],[0]
1178,"[1.0, 0.3807284514465133, 0.2776913079939334, 1.0]",[0],[0]
1179,"[1.0, 0.5343693576752369, 0.1651054851531443, 1.0]",[0],[0]
1180,"[0.0, 0.17496152701976642, 0.7205596486360617, 1.0]",[0],[0]
1181,"[0.0, 0.0794103889278, 0.6259051282380056, 1.0]",[0],[0]
1182,"[0.0, 0.6213305126934956, 0.5685007977219901, 1.0]",[0],[0]
1183,"[1.0, 0.22302732729347058, 0.11051055585368996, 1.0]",[0],[0]
1184,"[1.0, 0.6757993249272654, 0.30183974898283655, 1.0]",[0],[0]
1185,"[0.0, 0.2719368546334513, 0.7639739388693342, 1.0]",[0],[0]
1186,"[0.0, 0.4427620770837312, 0.6445593978684578, 1.0]",[0],[0]
1187,"[1.0, 0.44733029125243745, 0.3228180450530966, 1.0]",[0],[0]
1188,"[0.0, 0.4986689085825716, 0.2479838604844688, 1.0]",[0],[1]
1189,"[0.0, 0.9414894680080511, 0.6970424140202166, 1.0]",[1],[1]
1190,"[0.0, 0.1421694729992757, 0.5038435466708567, 1.0]",[0],[0]
1191,"[0.0, 0.5031316031725602, 0.6193186472467304, 1.0]",[0],[0]
1192,"[0.0, 0.2649964306372987, 0.5172612545377432, 1.0]",[0],[0]
1193,"[1.0, 0.5203868303307533, 0.31782312044954225, 1.0]",[0],[0]
1194,"[1.0, 0.26316025467885706, 0.3571879099304068, 1.0]",[0],[0]
1195,"[0.0, 0.6014287662073519, 0.4591533615610399, 1.0]",[0],[0]
1196,"[0.0, 0.19871860307004374, 0.4800098094048659, 1.0]",[0],[0]
1197,"[1.0, 0.4168410742553244, 0.2224267988801655, 1.0]",[0],[0]
1198,"[0.0, 0.4488830098395697, 0.4021392314557881, 1.0]",[0],[0]
1199,"[1.0, 0.27604760157078967, 0.18956238218916693, 1.0]",[0],[0]
1200,"[0.0, 0.5824396849797204, 0.4385677714569569, 1.0]",[0],[0]
1201,"[1.0, 0.6670348155905524, 0.22911019620023754, 1.0]",[0],[0]
1202,"[0.0, 0.3860945486679988, 0.5442030391777054, 1.0]",[0],[0]
1203,"[1.0, 0.34026641880922615, 0.20662459874497013, 1.0]",[0],[0]
1204,"[0.0, 0.29046936829429276, 0.5525886470388794, 1.0]",[0],[0]
1205,"[1.0, 0.4547497331010155, 0.32941983856574225, 1.0]",[0],[0]
1206,"[1.0, 0.4804227977149978, 0.20639562785730192, 1.0]",[0],[0]
1207,"[0.0, 0.4800319661674761, 0.5656832657610267, 1.0]",[0],[0]
1208,"[1.0, 0.3996412631197844, 0.2838441929757155, 1.0]",[0],[0]
1209,"[0.0, 0.31930205539569656, 0.5524759588735254, 1.0]",[0],[0]
1210,"[0.0, 0.5938641106596232, 0.40910834425585835, 1.0]",[0],[0]
1211,"[0.0, 0.21962091920209775, 0.5440415418695967, 1.0]",[0],[0]
1212,"[0.0, 0.2649364840047987, 0.7818843066793806, 1.0]",[0],[0]
1213,"[0.0, 0.6322209972417459, 0.563900067908832, 1.0]",[0],[0]
1214,"[0.0, 0.08344124700689733, 0.5085171361283782, 1.0]",[0],[0]
1215,"[0.0, 0.43087472236456614, 0.5080777469494153, 1.0]",[0],[1]
1216,"[0.0, 0.6060617366349824, 0.5400526115041275, 1.0]",[0],[0]
1217,"[0.0, 0.13090380183693243, 0.3292503016618089, 1.0]",[0],[0]
1218,"[0.0, 0.4846951326235489, 0.6260475086639278, 1.0]",[0],[0]
1219,"[1.0, 0.5202720390831652, 0.17671153273982465, 1.0]",[0],[0]
1220,"[0.0, 0.34214917881932677, 0.6322840893088705, 1.0]",[0],[0]
1221,"[1.0, 0.5385966803456069, 0.1931229628781056, 1.0]",[0],[0]
1222,"[0.0, 0.2423980583285368, 0.679243157205608, 1.0]",[0],[0]
1223,"[1.0, 0.17090762584841157, 0.12362954920860281, 1.0]",[0],[0]
1224,"[0.0, 0.0, 0.6967139465048556, 1.0]",[0],[0]
1225,"[0.0, 0.25924103977481294, 0.2655403143330952, 1.0]",[0],[0]
1226,"[0.0, 0.30796248228873896, 0.540187672976808, 1.0]",[0],[0]
1227,"[0.0, 0.3798674072687388, 0.41258844723586635, 1.0]",[0],[0]
1228,"[0.0, 0.25762092809777615, 0.552781517099345, 1.0]",[0],[0]
1229,"[0.0, 0.2002342764988787, 0.38559152553803006, 1.0]",[0],[0]
1230,"[1.0, 0.2883460223411821, 0.15394465453871556, 1.0]",[0],[0]
1231,"[1.0, 0.2768684799070179, 0.152456183702407, 1.0]",[0],[0]
1232,"[0.0, 0.1379224989118278, 0.6364793655450129, 1.0]",[0],[0]
1233,"[0.0, 0.598599571267784, 0.6089598574781305, 1.0]",[0],[0]
1234,"[1.0, 0.3738957834189027, 0.1845958004790106, 1.0]",[0],[0]
1235,"[0.0, 0.6553596536188298, 0.6986773394892182, 1.0]",[0],[0]
1236,"[0.0, 0.49331070678426836, 0.46299757343102843, 1.0]",[0],[0]
1237,"[1.0, 0.4523280184013324, 0.25008756951824074, 1.0]",[0],[0]
1238,"[1.0, 0.7155839471713102, 0.2731878715244906, 1.0]",[0],[1]
1239,"[1.0, 0.3391730215235151, 0.30522058794676166, 1.0]",[0],[0]
1240,"[0.0, 0.4402519669485718, 0.642864437857336, 1.0]",[0],[0]
1241,"[1.0, 0.1671699769696718, 0.16988840014368883, 1.0]",[0],[0]
1242,"[1.0, 0.409204637680782, 0.3133293359192437, 1.0]",[0],[0]
1243,"[1.0, 0.20953829776716634, 0.2868674390600506, 1.0]",[0],[0]
1244,"[0.0, 0.6427426419176868, 0.4414364319443629, 1.0]",[0],[0]
1245,"[0.0, 0.30940115836923054, 0.933606641963708, 1.0]",[0],[0]
1246,"[1.0, 0.2293770372165949, 0.326341672921571, 1.0]",[0],[0]
1247,"[0.0, 0.25400252241233245, 0.6280373998615512, 1.0]",[0],[0]
1248,"[0.0, 0.3580386581092019, 0.5044399405800105, 1.0]",[0],[0]
1249,"[0.0, 0.28487876256529265, 0.7145433760542197, 1.0]",[0],[0]
1250,"[0.0, 0.431041335120679, 0.45138707008858714, 1.0]",[0],[0]
1251,"[0.0, 0.22289539152079307, 0.45451102119937886, 1.0]",[0],[0]
1252,"[1.0, 0.05071879443638504, 0.25682535137770696, 1.0]",[0],[0]
1253,"[0.0, 0.3028385449711821, 0.4485406483977185, 1.0]",[0],[0]
1254,"[0.0, 0.3072599068305555, 0.42565464392445784, 1.0]",[0],[0]
1255,"[1.0, 0.5687565692467665, 0.21991063951000786, 1.0]",[0],[0]
1256,"[0.0, 0.5130257351960977, 0.6808030371955748, 1.0]",[0],[1]
1257,"[0.0, 0.40542917907955134, 0.42694444136351917, 1.0]",[0],[0]
1258,"[0.0, 0.05539994834448487, 0.7048769700616188, 1.0]",[0],[0]
1259,"[0.0, 0.6064814682117219, 0.5218920647554727, 1.0]",[0],[0]
1260,"[0.0, 0.14862618551604406, 0.3966755120209827, 1.0]",[0],[0]
1261,"[0.0, 0.44346093713064966, 0.4008879058885537, 1.0]",[0],[0]
1262,"[0.0, 0.07230206845816317, 0.7541329605428622, 1.0]",[0],[0]
1263,"[0.0, 0.6319310889966224, 0.6073009910122179, 1.0]",[0],[0]
1264,"[1.0, 0.533833441651743, 0.14196588250174808, 1.0]",[0],[0]
1265,"[0.0, 0.16484283913199857, 0.42270131157454865, 1.0]",[0],[0]
1266,"[0.0, 0.37052417369786933, 0.27556936718369845, 1.0]",[0],[0]
1267,"[0.0, 0.052751152767198564, 0.7052150414274864, 1.0]",[0],[0]
1268,"[0.0, 0.19728109029955368, 0.505876697032875, 1.0]",[0],[0]
1269,"[0.0, 0.4664486480259662, 0.5052463537821633, 1.0]",[0],[0]
1270,"[1.0, 0.2898855507455097, 0.2877895565469056, 1.0]",[0],[0]
1271,"[1.0, 0.057740171102700216, 0.1821298481196036, 1.0]",[0],[0]
1272,"[0.0, 0.3285476171905943, 0.48408326819130226, 1.0]",[0],[0]
1273,"[1.0, 0.39642034751694777, 0.22861041332573004, 1.0]",[0],[0]
1274,"[0.0, 0.21511455222614964, 0.546959359249305, 1.0]",[0],[0]
1275,"[1.0, 0.03780830329644154, 0.18093191783979057, 1.0]",[0],[0]
1276,"[0.0, 0.2973476239611353, 0.591673975585344, 1.0]",[0],[0]
1277,"[0.0, 0.37625596377401266, 0.6310027525847028, 1.0]",[0],[0]
1278,"[0.0, 0.07838174824008279, 0.6329639652302379, 1.0]",[0],[0]
1279,"[0.0, 0.19990166515465752, 0.8102006940325277, 1.0]",[0],[0]
1280,"[0.0, 0.7310232891603149, 0.5549561490419512, 1.0]",[1],[1]
1281,"[0.0, 0.3674001498979828, 0.4094581283650841, 1.0]",[0],[0]
1282,"[0.0, 0.3414141272782514, 0.602550284417155, 1.0]",[0],[0]
1283,"[0.0, 0.3109222191613534, 0.6234484120571221, 1.0]",[0],[0]
1284,"[1.0, 0.7604043887693626, 0.2019843940684015, 1.0]",[1],[0]
1285,"[0.0, 0.14178775684722955, 0.4313753370849638, 1.0]",[0],[0]
1286,"[1.0, 0.1887903780162099, 0.3524722679211051, 1.0]",[0],[0]
1287,"[1.0, 0.3880659123022883, 0.1234975544719965, 1.0]",[0],[0]
1288,"[0.0, 0.3062512573829685, 0.6566411683477056, 1.0]",[0],[0]
1289,"[1.0, 0.3353202480164566, 0.19764363266649942, 1.0]",[0],[0]
1290,"[0.0, 0.19772960334418677, 0.5564055404408462, 1.0]",[0],[0]
1291,"[0.0, 0.44377456366855694, 0.4039078444363969, 1.0]",[0],[0]
1292,"[0.0, 0.12761270041656006, 0.4979940288591706, 1.0]",[0],[0]
1293,"[1.0, 0.25874102703634616, 0.1342578234840716, 1.0]",[0],[0]
1294,"[0.0, 0.2428561609762686, 0.5039702885344458, 1.0]",[0],[0]
1295,"[0.0, 0.014313458629151937, 0.6590598292417595, 1.0]",[0],[0]
1296,"[0.0, 0.2804835709237474, 0.32610568274157115, 1.0]",[0],[0]
1297,"[1.0, 0.6248683833671315, 0.19302829723494308, 1.0]",[0],[0]
1298,"[0.0, 0.19026139952478782, 0.5892485615352182, 1.0]",[0],[0]
1299,"[0.0, 0.0, 0.5392713075779866, 1.0]",[0],[0]
1300,"[0.0, 0.01243013912413033, 0.4241802939730807, 1.0]",[0],[0]
1301,"[0.0, 0.09766619179748105, 0.6949963202579067, 1.0]",[0],[0]
1302,"[0.0, 0.408536441201561, 0.4642153922095667, 1.0]",[0],[0]
1303,"[0.0, 0.16921138766669633, 0.5526117464846332, 1.0]",[0],[0]
1304,"[1.0, 0.11736725291673816, 0.2440493271614395, 1.0]",[0],[0]
1305,"[0.0, 0.26202290859014266, 0.6612514043227381, 1.0]",[0],[0]
1306,"[0.0, 0.3998916980164358, 0.737336795198779, 1.0]",[0],[0]
1307,"[0.0, 0.3394748380047686, 0.519926915161878, 1.0]",[0],[0]
1308,"[1.0, 0.6792329426353793, 0.2835780942249423, 1.0]",[0],[0]
1309,"[0.0, 0.19954255435606105, 0.47168506005026767, 1.0]",[0],[0]
1310,"[1.0, 0.3413427247660949, 0.3007160517588758, 1.0]",[0],[0]
1311,"[0.0, 0.5992646317302769, 0.4873512646940449, 1.0]",[0],[0]
1312,"[1.0, 0.5205261962101475, 0.1413476240630533, 1.0]",[0],[0]
1313,"[0.0, 0.0, 0.3269273824972301, 1.0]",[0],[0]
1314,"[1.0, 0.48683264072120824, 0.3063092776043459, 1.0]",[0],[0]
1315,"[0.0, 0.157666723662, 0.3996097626621089, 1.0]",[0],[0]
1316,"[1.0, 0.29446825211345373, 0.15696134353122412, 1.0]",[0],[0]
1317,"[0.0, 0.21233974434612954, 0.5752676850232501, 1.0]",[0],[0]
1318,"[0.0, 0.0, 0.5087013345709254, 1.0]",[0],[0]
1319,"[1.0, 0.13472200723956018, 0.23864378096368813, 1.0]",[0],[0]
1320,"[0.0, 0.5467231033339183, 0.72523964198875, 1.0]",[0],[0]
1321,"[0.0, 0.19924951913606448, 0.6109115866321491, 1.0]",[0],[0]
1322,"[0.0, 0.4153294147319945, 0.3084008972920294, 1.0]",[0],[0]
1323,"[1.0, 0.1852466332637635, 0.1041495641602023, 1.0]",[0],[0]
1324,"[0.0, 0.2417957585498832, 0.4376982935789329, 1.0]",[0],[0]
1325,"[0.0, 0.5475280910243066, 0.3992468316689566, 1.0]",[0],[0]
1326,"[1.0, 0.6206036383424107, 0.21134948723750333, 1.0]",[0],[1]
1327,"[0.0, 0.3183779368193868, 0.5171435025014571, 1.0]",[0],[0]
1328,"[0.0, 0.2755480734757538, 0.6111367064443247, 1.0]",[0],[0]
1329,"[0.0, 0.27434968013473277, 0.6819187475838161, 1.0]",[0],[0]
1330,"[1.0, 0.7571369667617973, 0.3424258391343914, 1.0]",[1],[1]
1331,"[0.0, 0.40401244923895036, 0.2636160891318433, 1.0]",[0],[0]
1332,"[0.0, 0.391266822424073, 0.6756164692040011, 1.0]",[0],[0]
1333,"[0.0, 0.15333423510014255, 0.5596615863675688, 1.0]",[0],[0]
1334,"[1.0, 0.35545857524289093, 0.18344765306816488, 1.0]",[0],[0]
1335,"[1.0, 0.34689791490512495, 0.18442544043499823, 1.0]",[0],[0]
1336,"[1.0, 0.6807468927619896, 0.14748441680055585, 1.0]",[0],[1]
1337,"[0.0, 0.44632250605549606, 0.5106461653411867, 1.0]",[0],[0]
1338,"[0.0, 0.10078427212231947, 0.36537606337259776, 1.0]",[0],[0]
1339,"[1.0, 0.4790536645761476, 0.25044080295674115, 1.0]",[0],[0]
1340,"[1.0, 0.30288749079305577, 0.17038357695109402, 1.0]",[0],[0]
1341,"[1.0, 0.0, 0.31550873784250827, 1.0]",[0],[0]
1342,"[0.0, 0.10491339177005891, 0.44538049011513714, 1.0]",[0],[0]
1343,"[0.0, 0.05791030637717034, 0.7358875335018094, 1.0]",[0],[0]
1344,"[1.0, 0.5843387246991489, 0.2508240257061938, 1.0]",[0],[1]
1345,"[1.0, 0.6810273304174316, 0.23899166557172988, 1.0]",[0],[1]
1346,"[0.0, 0.473526578632393, 0.306778602372383, 1.0]",[0],[0]
1347,"[0.0, 0.4277902404428783, 0.5109900712327523, 1.0]",[0],[0]
1348,"[0.0, 0.4085628377671607, 0.4439130509131669, 1.0]",[0],[0]
1349,"[1.0, 0.2470313708773579, 0.2630210109278134, 1.0]",[0],[0]
1350,"[0.0, 0.24594503328370138, 0.5549413609615225, 1.0]",[0],[0]
1351,"[1.0, 0.34222394580574894, 0.36608721009841055, 1.0]",[0],[0]
1352,"[1.0, 0.5296555387471489, 0.36134289709380657, 1.0]",[0],[0]
1353,"[0.0, 0.2814802348273438, 0.570839133828981, 1.0]",[0],[0]
1354,"[0.0, 0.4116043712540838, 0.5868300473802068, 1.0]",[0],[0]
1355,"[0.0, 0.1175922247816499, 0.5079745731897021, 1.0]",[0],[0]
1356,"[1.0, 0.7951395497605864, 0.2551876724907143, 1.0]",[1],[1]
1357,"[1.0, 0.3216709096023602, 0.24702147851877443, 1.0]",[0],[0]
1358,"[0.0, 0.3653120487568049, 0.540930761137466, 1.0]",[0],[0]
1359,"[0.0, 0.00937030928903948, 0.3921972241228384, 1.0]",[0],[0]
1360,"[0.0, 0.33272530930694233, 0.36209286632631227, 1.0]",[0],[0]
1361,"[0.0, 0.4948533346611599, 0.4173233726514366, 1.0]",[0],[0]
1362,"[1.0, 0.6430845223689196, 0.27524134043505, 1.0]",[0],[0]
1363,"[0.0, 0.10180538542802944, 0.6643935703102715, 1.0]",[0],[0]
1364,"[0.0, 0.1503654374599269, 0.661122881942994, 1.0]",[0],[0]
1365,"[0.0, 0.05131237281839703, 0.2770407209381629, 1.0]",[0],[0]
1366,"[0.0, 0.3637311344256147, 0.3335119833601725, 1.0]",[0],[0]
